department,urban.rural,treatment,ID_IE,HM_Sex,HM_Age,Year_HM_ttl,Year_HM_this_school,HM_Highest_Degree_highschool,HM_Highest_Degree_bachelor,HM_Highest_Degree_master,HM_Highest_Degree_doctor,HM_Highest_Degree_professorate,HM_Highest_Degree_other,HM_Teacher_Title__1,HM_Teacher_Title__2,HM_Teacher_Title__3,HM_Degree_Teacher__1,HM_Degree_Teacher__2,HM_Degree_Teacher__3,HM_Degree_Teacher__4,HM_Degree_Teacher__5,HM_Degree_Teacher__6,HM_Degree_Teacher__7,HM_Degree_Teacher__8,Number_G7_Students_AM_r,Number_G7_Students_PM_r,Number_total_Students,School_Facility__1,School_Facility__2,School_Facility__3,School_Facility__4,School_Facility__5,School_Facility__6,School_Facility__7,School_Facility__8,Internet_Place__3,Meal_Provision,Donor_Project,Donor_Project__2,Donor_Project__3,Donor_Project__4,Donor_Project__5,Donor_Project__6,Donor_Project__7,Donor_Project__8,Donor_Project__9,Donor_Project__10,Donor_Project__11,Donor_Project__12,Donor_Project__13,Donor_Project__14,Donor_Project__15,Donor_Project__16,Donor_Project__17,Donor_Project__18,Donor_Project__19,Donor_Project__20,Difficult_teach_e__1,Difficult_teach_e__2,Difficult_teach_e__3,Difficult_teach_e__4,Difficult_teach_e__5,Difficult_teach_e__6,Suggestion_to_Teachr__1,Suggestion_to_Teachr__2,Suggestion_to_Teachr__3,Suggestion_to_Teachr__4,Suggestion_to_Teachr__5,Suggestion_to_Teachr__6,RP_e,RP_Frequency,RP_Participant_schls__1,RP_Participant_schls__2,RP_Participant_schls__3,RP_Participant_schls__4,RP_Theme_test_e,RP_Theme_test_cmpr_e,RP_Theme_test_rvw_e,Meeting_Parents_Association,Vice_Headmaster,Number_of_Teachers,Observe_Lesson,Observe_Lesson_G7_e,same_HM_YorN_f,timing_end,timing_fus,treatment_d,treatment_2018,treatment_2019
SAN VICENTE,Rural,Control,615529,0,48,8,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,26,310,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,2,0,1,0,0,1,1,1,1,1,9,1,1,1,0,1,0,0,0
SAN VICENTE,Rural,Control,615529,0,48,8,8,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,26,310,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,2,0,0,1,0,1,1,1,1,1,9,1,1,1,1,0,0,0,0
SAN VICENTE,Rural,Treatment,589068,1,57,5,5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,22,22,351,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,1,0,1,1,2,1,0,0,0,1,2,2,1,2,15,1,1,1,0,1,1,0,1
SAN VICENTE,Rural,Treatment,589068,1,57,5,5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,22,22,351,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,2,1,0,0,0,1,2,1,1,2,15,1,1,1,1,0,1,1,0
SAN VICENTE,Rural,Control,618222,0,34,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,18,0,174,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,2,1,1,1,0,1,2,1,1,1,12,1,1,2,0,1,0,0,0
SAN VICENTE,Rural,Control,618222,0,43,12,11,0,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,18,0,174,1,1,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,1,0,1,1,2,1,1,12,1,1,2,1,0,0,0,0
SAN VICENTE,Rural,Treatment,586071,1,51,10,9,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,45,255,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,2,1,1,0,0,1,2,2,1,1,7,1,1,1,0,1,1,0,1
SAN VICENTE,Rural,Treatment,586071,1,51,10,9,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,45,255,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,1,0,1,0,1,3,1,1,0,0,1,2,1,1,1,7,1,1,1,1,0,1,1,0
SAN VICENTE,Urbana,Treatment,584107,0,41,2,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,37,0,229,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,3,0,1,0,0,1,1,1,1,1,9,1,1,1,0,1,1,0,1
SAN VICENTE,Urbana,Treatment,584107,0,41,2,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,37,0,229,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,1,3,0,1,0,0,2,NA,NA,1,1,9,1,1,1,1,0,1,1,0
SAN VICENTE,Rural,Control,621226,1,44,13,5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13,0,136,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,2,0,1,0,0,1,2,1,1,1,6,1,1,1,0,1,0,0,0
SAN VICENTE,Rural,Control,621226,1,44,13,5,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,13,0,136,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2,0,1,0,0,1,2,2,1,1,6,1,1,1,1,0,0,0,0
SAN VICENTE,Urbana,Control,612525,1,59,15,15,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,48,0,384,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,2,1,1,1,0,1,1,1,1,1,17,1,1,2,1,0,0,0,0
SAN VICENTE,Urbana,Control,612525,0,44,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,48,0,384,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,3,0,1,0,0,1,2,2,1,1,17,1,1,2,0,1,0,0,0
SAN VICENTE,Rural,Control,618750,1,55,2,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,39,182,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,2,1,0,0,0,1,2,2,1,2,11,1,1,1,0,1,0,0,0
SAN VICENTE,Rural,Control,618750,1,55,2,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,39,182,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,2,1,1,0,0,2,NA,NA,1,2,11,1,1,1,1,0,0,0,0
SAN MIGUEL,Urbana,Treatment,406682,1,48,9,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,32,13,298,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,2,1,0,1,0,1,1,1,1,1,15,1,1,1,0,1,1,0,1
SAN MIGUEL,Urbana,Treatment,406682,1,48,9,2,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,32,13,298,1,1,1,1,0,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,2,0,1,0,0,1,2,1,1,1,15,1,1,1,1,0,1,1,0
SAN MIGUEL,Rural,Treatment,408363,1,52,6,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,32,0,219,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,1,2,0,1,0,0,1,1,1,1,1,7,2,2,2,0,1,1,0,1
SAN MIGUEL,Rural,Treatment,408363,1,54,16,11,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,32,0,219,1,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,3,1,0,0,0,1,2,2,1,1,7,1,1,2,1,0,1,1,0
SAN MIGUEL,Rural,Treatment,409786,0,46,14,14,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,12,0,100,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,2,1,0,0,0,1,2,1,1,1,6,2,1,1,0,1,1,0,1
SAN MIGUEL,Rural,Treatment,409786,0,46,14,14,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,12,0,100,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,0,0,1,0,1,1,1,1,1,6,1,1,1,1,0,1,1,0
SAN MIGUEL,Urbana,Control,421656,0,55,14,14,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,60,40,675,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,0,1,0,1,2,1,1,2,27,1,1,1,0,1,0,0,0
SAN MIGUEL,Urbana,Control,421656,0,55,14,14,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,60,40,675,1,1,1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,1,0,0,2,NA,NA,1,2,27,1,1,1,1,0,0,0,0
SAN MIGUEL,Rural,Control,425315,1,51,14,10,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,11,0,83,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,2,1,1,1,0,1,1,1,1,1,6,2,2,1,0,1,0,0,0
SAN MIGUEL,Rural,Control,425315,1,51,14,10,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,11,0,83,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,2,1,0,0,0,1,2,1,1,1,6,2,2,1,1,0,0,0,0
SAN MIGUEL,Rural,Treatment,411211,0,47,18,18,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,25,13,338,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,1,0,1,2,1,1,1,0,1,1,1,1,1,11,1,1,1,1,0,1,1,0
SAN MIGUEL,Rural,Treatment,411211,0,47,18,18,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,25,13,338,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,2,1,0,1,0,1,1,1,1,1,11,1,1,1,0,1,1,0,1
SAN MIGUEL,Rural,Treatment,413628,1,50,21,18,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,31,247,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,2,1,0,0,0,1,2,1,1,1,12,1,1,1,1,0,1,1,0
SAN MIGUEL,Rural,Treatment,413628,1,50,21,18,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,31,247,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,2,1,1,0,0,1,2,1,1,1,12,1,2,1,0,1,1,0,1
SAN MIGUEL,Rural,Control,425149,1,41,8,7,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11,0,120,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,2,1,0,0,0,1,2,2,1,1,9,1,1,1,0,1,0,0,0
SAN MIGUEL,Rural,Control,425149,1,41,8,7,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,11,0,120,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,2,1,0,0,0,1,2,1,1,1,9,1,1,1,1,0,0,0,0
SAN MIGUEL,Rural,Treatment,413284,1,46,9,9,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17,171,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,2,0,1,0,0,1,2,1,1,2,13,1,1,1,0,1,1,0,1
SAN MIGUEL,Rural,Treatment,413284,1,46,9,9,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,17,171,1,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,1,2,1,0,0,0,1,2,1,1,2,13,1,1,1,1,0,1,1,0
SAN MIGUEL,Rural,Control,423312,1,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,194,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,2,1,0,0,0,1,2,2,1,1,14,1,1,1,1,0,0,0,0
SAN MIGUEL,Rural,Control,423312,1,60,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,0,194,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,1,1,1,1,1,14,1,1,1,0,1,0,0,0
SAN MIGUEL,Rural,Treatment,412040,1,38,9,9,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,27,150,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1,0,1,2,1,0,0,0,1,1,1,1,1,4,1,1,1,0,1,1,0,1
SAN MIGUEL,Rural,Treatment,412040,1,38,9,9,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,27,150,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,2,1,1,0,0,1,1,1,1,1,4,1,1,1,1,0,1,1,0
SAN MIGUEL,Rural,Treatment,411473,0,59,3,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,25,0,174,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,0,1,1,1,1,1,10,1,1,1,0,1,1,0,1
SAN MIGUEL,Rural,Treatment,411473,0,59,3,3,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,25,0,174,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,1,2,2,1,1,10,1,1,1,1,0,1,1,0
SAN MIGUEL,Rural,Control,426570,0,57,9,7,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,14,161,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,1,1,2,1,1,0,0,1,2,1,1,1,7,1,1,1,0,1,0,0,0
SAN MIGUEL,Rural,Control,426570,0,57,9,7,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,14,161,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,2,1,1,0,0,1,2,1,1,1,7,1,1,1,1,0,0,0,0
SAN MIGUEL,Rural,Control,425856,1,50,7,7,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,9,0,64,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,2,1,1,1,5,1,1,1,0,1,0,0,0
SAN MIGUEL,Rural,Control,425856,1,50,7,7,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,9,0,64,1,1,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,2,1,0,0,0,1,2,1,1,1,5,1,1,1,1,0,0,0,0
SAN MIGUEL,Urbana,Control,424869,0,56,15,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52,9,409,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,0,0,0,2,NA,NA,1,2,21,1,1,1,1,0,0,0,0
SAN MIGUEL,Urbana,Control,424869,0,56,15,15,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,52,9,409,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,2,0,1,0,0,1,1,1,1,2,21,1,1,1,0,1,0,0,0
SAN MIGUEL,Urbana,Control,424475,1,58,7,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,24,0,165,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,1,2,1,2,1,7,1,1,1,0,1,0,0,0
SAN MIGUEL,Urbana,Control,424475,1,58,7,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,24,0,165,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,1,0,0,1,2,1,2,1,7,1,1,1,1,0,0,0,0
SAN MIGUEL,Urbana,Treatment,411705,1,65,6,6,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,54,0,340,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,0,1,1,1,1,1,13,1,1,1,1,0,1,1,0
SAN MIGUEL,Urbana,Treatment,411705,1,65,6,6,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,54,0,340,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,2,1,1,1,0,1,1,1,1,1,13,1,1,1,0,1,1,0,1
SAN MIGUEL,Urbana,Control,426020,1,45,7,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12,0,125,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,2,1,0,0,0,2,NA,NA,1,1,9,1,1,1,1,0,0,0,0
SAN MIGUEL,Urbana,Control,426020,1,45,7,7,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,12,0,125,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,2,1,0,0,0,1,2,1,1,1,9,1,1,1,0,1,0,0,0
SAN MIGUEL,Urbana,Control,426108,1,42,8,8,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,51,23,415,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,2,1,0,0,0,1,2,1,1,1,13,1,1,1,1,0,0,0,0
SAN MIGUEL,Urbana,Control,426108,1,42,8,8,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,51,23,415,1,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,2,1,0,0,0,1,1,1,1,1,13,1,1,1,0,1,0,0,0
SAN MIGUEL,Rural,Control,430361,0,49,6,6,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,10,0,96,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,2,1,0,0,0,1,1,1,1,1,6,1,1,1,1,0,0,0,0
SAN MIGUEL,Rural,Control,430361,0,49,6,6,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,10,0,96,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,3,0,1,0,0,1,1,1,1,1,6,1,1,1,0,1,0,0,0
SAN MIGUEL,Urbana,Treatment,412810,0,53,18,18,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,20,160,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,2,1,0,0,0,1,2,1,1,2,10,1,1,1,0,1,1,0,1
SAN MIGUEL,Urbana,Treatment,412810,0,53,18,18,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,20,160,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,1,0,0,0,1,1,1,1,2,10,1,1,1,1,0,1,1,0
SAN MIGUEL,Rural,Control,428072,0,50,15,15,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,23,0,150,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2,1,1,0,0,1,1,1,1,1,6,1,1,1,0,1,0,0,0
SAN MIGUEL,Rural,Control,428072,0,50,15,15,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,23,0,150,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,1,0,0,0,1,1,2,1,1,6,1,1,1,1,0,0,0,0
SAN MIGUEL,Urbana,Control,427120,0,51,7,7,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,18,18,309,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0,1,2,1,1,0,0,1,2,1,1,1,20,1,1,1,0,1,0,0,0
SAN MIGUEL,Urbana,Control,427120,0,51,7,7,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,18,18,309,1,0,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,2,1,1,0,0,1,1,1,1,1,20,1,1,1,1,0,0,0,0
SAN MIGUEL,Rural,Treatment,418891,0,33,2,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,10,0,100,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,2,1,0,0,0,2,NA,NA,1,1,6,1,1,1,1,0,1,1,0
SAN MIGUEL,Rural,Treatment,418891,0,33,2,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,10,0,100,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,2,2,1,1,6,1,1,1,0,1,1,0,1
SAN MIGUEL,Urbana,Treatment,412834,0,55,20,4,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,33,17,509,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,2,1,0,0,0,1,2,1,1,2,19,1,1,1,1,0,1,1,0
SAN MIGUEL,Urbana,Treatment,412834,0,55,20,4,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,33,17,509,1,1,1,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,2,0,0,1,0,1,1,1,1,2,19,1,1,1,0,1,1,0,1
SAN MIGUEL,Urbana,Treatment,414081,1,60,8,8,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,55,0,406,1,1,1,1,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,0,0,1,2,1,0,0,1,1,2,2,1,1,15,1,1,1,1,0,1,1,0
