department,urban.rural,treatment,ID_IE,year_survey,month_survey,Sex,Age,Year_HM_ttl,Year_HM_this_school,Highest_Degree,Highest_Degree_other,Degree_Teacher__1,Degree_Teacher__2,Degree_Teacher__3,Degree_Teacher__4,Degree_Teacher__5,Degree_Teacher__6,Degree_Teacher__7,Degree_Teacher__8,Teacher_Title__1,Teacher_Title__2,Teacher_Title__3,Teacher_Title__4,Multi_shift_G1__1,Multi_shift_G1__2,Multi_shift_G2__1,Multi_shift_G2__2,Multi_shift_G3__1,Multi_shift_G3__2,Multi_shift_G4__1,Multi_shift_G4__2,Multi_shift_G5__1,Multi_shift_G5__2,Multi_shift_G6__1,Multi_shift_G6__2,Multi_shift_G7__1,Multi_shift_G7__2,Multi_shift_G8__1,Multi_shift_G8__2,Multi_shift_G9__1,Multi_shift_G9__2,Number_Female_G1_Students_AM,Number_Male_G1_Students_AM,Number_Female_G2_Students_AM,Number_Male_G2_Students_AM,Number_Female_G3_Students_AM,Number_Male_G3_Students_AM,Number_Female_G4_Students_AM,Number_Male_G4_Students_AM,Number_Female_G5_Students_AM,Number_Male_G5_Students_AM,Number_Female_G6_Students_AM,Number_Male_G6_Students_AM,Number_Female_G7_Students_AM,Number_Male_G7_Students_AM,Number_Female_G8_Students_AM,Number_Male_G8_Students_AM,Number_Female_G9_Students_AM,Number_Male_G9_Students_AM,Number_Female_G1_Students_PM,Number_Male_G1_Students_PM,Number_Female_G2_Students_PM,Number_Male_G2_Students_PM,Number_Female_G3_Students_PM,Number_Male_G3_Students_PM,Number_Female_G4_Students_PM,Number_Male_G4_Students_PM,Number_Female_G5_Students_PM,Number_Male_G5_Students_PM,Number_Female_G6_Students_PM,Number_Male_G6_Students_PM,Number_Female_G7_Students_PM,Number_Male_G7_Students_PM,Number_Female_G8_Students_PM,Number_Male_G8_Students_PM,Number_Female_G9_Students_PM,Number_Male_G9_Students_PM,Number_of_Teachers,Vice_Headmaster,Multi_section_G2__1,Multi_section_G2__2,Multi_section_G7__1,Multi_section_G7__2,Enrol_Female_G1_AM,Enrol_Male_G1_AM,Enrol_Female_G2_AM,Enrol_Male_G2_AM,Enrol_Female_G3_AM,Enrol_Male_G3_AM,Enrol_Female_G7_AM,Enrol_Male_G7_AM,Enrol_Female_G8_AM,Enrol_Male_G8_AM,Enrol_Female_G9_AM,Enrol_Male_G9_AM,Enrol_Female_G1_PM,Enrol_Male_G1_PM,Enrol_Female_G2_PM,Enrol_Male_G2_PM,Enrol_Female_G3_PM,Enrol_Male_G3_PM,Enrol_Female_G7_PM,Enrol_Male_G7_PM,Enrol_Female_G8_PM,Enrol_Male_G8_PM,Enrol_Female_G9_PM,Enrol_Male_G9_PM,Dropout_Female_G1_AM,Dropout_Male_G1_AM,Dropout_Female_G2_AM,Dropout_Male_G2_AM,Dropout_Female_G3_AM,Dropout_Male_G3_AM,Dropout_Female_G7_AM,Dropout_Male_G7_AM,Dropout_Female_G8_AM,Dropout_Male_G8_AM,Dropout_Female_G9_AM,Dropout_Male_G9_AM,Dropout_Female_G1_PM,Dropout_Male_G1_PM,Dropout_Female_G2_PM,Dropout_Male_G2_PM,Dropout_Female_G3_PM,Dropout_Male_G3_PM,Dropout_Female_G7_PM,Dropout_Male_G7_PM,Dropout_Female_G8_PM,Dropout_Male_G8_PM,Dropout_Female_G9_PM,Dropout_Male_G9_PM,Transfer_Female_G1_AM,Transfer_Male_G1_AM,Transfer_Female_G2_AM,Transfer_Male_G2_AM,Transfer_Female_G3_AM,Transfer_Male_G3_AM,Transfer_Female_G7_AM,Transfer_Male_G7_AM,Transfer_Female_G8_AM,Transfer_Male_G8_AM,Transfer_Female_G9_AM,Transfer_Male_G9_AM,Transfer_Female_G1_PM,Transfer_Male_G1_PM,Transfer_Female_G2_PM,Transfer_Male_G2_PM,Transfer_Female_G3_PM,Transfer_Male_G3_PM,Transfer_Female_G7_PM,Transfer_Male_G7_PM,Transfer_Female_G8_PM,Transfer_Male_G8_PM,Transfer_Female_G9_PM,Transfer_Male_G9_PM,Repeat_Female_G1_AM,Repeat_Male_G1_AM,Repeat_Female_G2_AM,Repeat_Male_G2_AM,Repeat_Female_G3_AM,Repeat_Male_G3_AM,Repeat_Female_G7_AM,Repeat_Male_G7_AM,Repeat_Female_G8_AM,Repeat_Male_G8_AM,Repeat_Female_G9_AM,Repeat_Male_G9_AM,Repeat_Female_G1_PM,Repeat_Male_G1_PM,Repeat_Female_G2_PM,Repeat_Male_G2_PM,Repeat_Female_G3_PM,Repeat_Male_G3_PM,Repeat_Female_G7_PM,Repeat_Male_G7_PM,Repeat_Female_G8_PM,Repeat_Male_G8_PM,Repeat_Female_G9_PM,Repeat_Male_G9_PM,School_Facility__1,School_Facility__2,School_Facility__3,School_Facility__4,School_Facility__5,School_Facility__6,School_Facility__7,School_Facility__8,Internet_Place__1,Internet_Place__2,Internet_Place__3,Internet_Place__4,Meal_Provision,Supplement_Class,Donor_Project__1,Donor_Project__2,Donor_Project__3,Donor_Project__4,Donor_Project__5,Donor_Project__6,Donor_Project__7,Donor_Project__8,Donor_Project__9,Donor_Project__10,Donor_Project__11,Donor_Project__12,Donor_Project__13,Donor_Project__14,Donor_Project__15,Donor_Project__16,Donor_Project__17,Donor_Project__18,Donor_Project__19,Donor_Project__20,treatment_d,Highest_Degree_highschool,Highest_Degree_bachelor,Highest_Degree_master,Highest_Degree_doctor,Highest_Degree_professorate,Number_G1_Students_AM,Number_G2_Students_AM,Number_G3_Students_AM,Number_G4_Students_AM,Number_G5_Students_AM,Number_G6_Students_AM,Number_G7_Students_AM,Number_G8_Students_AM,Number_G9_Students_AM,Number_G1_Students_PM,Number_G2_Students_PM,Number_G3_Students_PM,Number_G4_Students_PM,Number_G5_Students_PM,Number_G6_Students_PM,Number_G7_Students_PM,Number_G8_Students_PM,Number_G9_Students_PM,Number_G1_Students_AM_r,Number_G2_Students_AM_r,Number_G3_Students_AM_r,Number_G4_Students_AM_r,Number_G5_Students_AM_r,Number_G6_Students_AM_r,Number_G7_Students_AM_r,Number_G8_Students_AM_r,Number_G9_Students_AM_r,Number_G1_Students_PM_r,Number_G2_Students_PM_r,Number_G3_Students_PM_r,Number_G4_Students_PM_r,Number_G5_Students_PM_r,Number_G6_Students_PM_r,Number_G7_Students_PM_r,Number_G8_Students_PM_r,Number_G9_Students_PM_r,Number_total_Students,repeat_rate_g2_am,repeat_rate_g7_am,repeat_rate_g2_pm,repeat_rate_g7_pm,drop_out_rate_g2_am,drop_out_rate_g7_am,drop_out_rate_g2_pm,drop_out_rate_g7_pm,Donor_Project
SAN VICENTE,Urbana,Treatment,580253,2018,2,1,43,7,7,5,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,21,27,22,22,25,17,32,24,19,23,23,19,19,19,19,22,25,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,1,1,0,0,0,26,27,26,17,29,25,22,29,31,16,21,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,0,1,3,6,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,0,3,5,2,2,1,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,48,44,42,56,42,42,38,41,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,44,42,56,42,42,38,41,41,0,0,0,0,0,0,0,0,0,394,0.046511628,0.078431373,NA,NA,0.069767442,0.176470588,NA,NA,1
SAN VICENTE,Rural,Treatment,583915,2018,2,1,51,6,6,2,,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,7,14,17,11,9,12,9,10,8,9,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,9,11,15,10,5,12,1,0,0,0,0,18,10,9,12,12,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,21,12,11,7,12,1,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,4,0,0,1,0,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,3,0,2,1,1,1,0,0,0,1,1,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,21,28,21,19,17,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,26,15,21,28,21,19,17,16,0,0,0,0,0,0,0,0,0,22,26,15,185,0,NA,NA,0.076923077,0.095238095,NA,NA,0.128205128,1
SAN VICENTE,Rural,Control,613218,2018,3,0,44,0,0,5,,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,4,2,2,2,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,3,3,1,5,19,6,6,4,1,1,4,1,0,0,0,0,2,2,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,4,5,2,7,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,0,0,0,1,0,NA,NA,NA,NA,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,4,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,6,6,25,10,2,6,4,6,0,0,0,0,0,0,0,0,0,8,6,6,25,10,2,73,0,NA,NA,0,0,NA,NA,0,1
SAN VICENTE,Urbana,Treatment,581690,2018,2,1,49,0,0,5,,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,28,20,22,13,21,14,5,19,10,19,10,15,27,21,29,27,28,35,NA,NA,NA,NA,NA,NA,7,6,NA,NA,5,11,NA,NA,NA,NA,NA,NA,15,1,0,0,1,0,24,12,16,12,8,21,28,31,25,39,22,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,48,35,35,24,29,25,48,56,63,NA,NA,NA,13,NA,16,NA,NA,NA,48,35,35,24,29,25,48,56,63,0,0,0,13,0,16,0,0,0,392,0,0,NA,NA,0,0,NA,NA,1
SAN VICENTE,Rural,Treatment,586187,2018,2,1,54,7,7,3,,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,8,9,NA,NA,5,15,10,11,NA,NA,7,9,16,11,8,11,10,11,NA,NA,14,8,NA,NA,7,4,9,16,NA,NA,4,7,3,9,10,6,9,2,0,1,1,1,14,8,NA,NA,7,9,9,13,11,11,12,8,NA,NA,6,12,NA,NA,5,11,11,6,5,10,2,0,NA,NA,0,0,0,2,0,2,0,1,NA,NA,0,1,NA,NA,0,2,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0,2,1,0,0,0,0,0,NA,NA,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,NA,0,0,0,0,0,0,1,0,1,0,1,0,1,1,NA,NA,NA,NA,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,1,0,0,17,NA,20,21,NA,16,27,19,21,NA,22,NA,11,25,NA,11,12,16,17,0,20,21,0,16,27,19,21,0,22,0,11,25,0,11,12,16,238,NA,0,0,0,NA,0.090909091,0.055555556,0.125,1
SAN VICENTE,Rural,Treatment,583749,2018,2,0,55,20,20,5,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,5,8,7,5,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,7,7,6,9,7,7,10,9,7,7,6,1,0,0,0,0,7,4,10,6,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,8,7,6,3,9,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,1,1,1,1,0,0,0,0,0,NA,NA,NA,NA,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,13,12,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,14,15,14,19,14,13,12,17,0,0,0,0,0,0,0,0,0,12,14,15,14,19,14,130,0,NA,NA,0,0,NA,NA,0,1
SAN VICENTE,Urbana,Treatment,580571,2018,2,0,55,4,4,1,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,6,12,10,5,8,11,10,8,5,8,4,8,5,14,7,6,2,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,0,0,0,0,13,9,6,9,10,10,7,4,2,8,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,1,0,0,1,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,18,15,19,18,13,12,19,13,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,15,19,18,13,12,19,13,9,0,0,0,0,0,0,0,0,0,136,0,0.090909091,NA,NA,0,0,NA,NA,1
SAN VICENTE,Rural,Treatment,587453,2018,2,1,44,13,13,2,,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,7,15,10,13,11,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,13,10,7,1,2,8,5,6,9,5,5,6,1,0,0,0,0,12,13,10,8,5,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,10,6,6,9,6,1,1,1,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,1,1,0,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,1,1,1,0,0,0,1,1,NA,NA,NA,NA,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,22,23,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,17,3,13,15,10,22,23,17,0,0,0,0,0,0,0,0,0,17,17,3,13,15,10,137,0.111111111,NA,NA,0.111111111,0.111111111,NA,NA,0.055555556,1
SAN VICENTE,Rural,Control,613043,2018,3,1,56,16,16,2,,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,18,17,7,17,13,14,24,10,16,10,14,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,21,25,21,18,19,12,1,0,0,0,0,10,20,10,16,13,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,19,21,25,24,16,0,2,3,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,2,4,0,0,2,3,0,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,2,4,0,1,5,1,3,1,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,35,24,27,34,26,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,46,37,35,24,27,34,26,24,0,0,0,0,0,0,0,0,0,31,46,37,284,0.153846154,NA,NA,0.239130435,0.115384615,NA,NA,0.086956522,1
SAN VICENTE,Rural,Treatment,588899,2018,2,0,50,7,7,5,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,6,10,8,11,5,5,6,6,12,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,8,10,9,17,6,5,6,7,1,0,0,0,0,9,11,6,7,4,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,7,8,6,6,9,1,1,0,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,1,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,3,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,2,1,1,1,1,0,1,0,1,0,1,1,NA,NA,NA,NA,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,16,19,10,12,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,19,23,11,16,19,10,12,23,0,0,0,0,0,0,0,0,0,17,19,23,11,150,0.076923077,NA,NA,0.04,0.076923077,NA,NA,0.04,1
SAN VICENTE,Rural,Treatment,589506,2018,2,0,42,11,11,5,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,6,6,7,9,8,6,5,3,4,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,9,14,7,3,9,6,5,1,0,0,0,0,7,10,5,7,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,12,6,4,4,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,12,16,14,8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,23,10,15,12,16,14,8,14,0,0,0,0,0,0,0,0,0,12,23,10,15,124,0.083333333,NA,NA,0.272727273,0,NA,NA,0,1
SAN VICENTE,Urbana,Treatment,581818,2018,2,0,50,26,26,5,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,20,26,10,10,9,13,12,14,13,10,14,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,16,9,16,9,12,13,1,0,0,0,0,10,13,13,16,13,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,19,11,13,17,9,0,1,0,2,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,0,0,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,2,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,46,20,22,26,23,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,31,25,21,46,20,22,26,23,26,0,0,0,0,0,0,0,0,0,31,25,21,240,0,NA,NA,0,0.068965517,NA,NA,0.1,1
SAN VICENTE,Rural,Treatment,590352,2018,2,0,55,9,9,5,,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,10,4,7,8,11,10,6,8,5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,6,4,14,11,9,11,11,10,1,0,0,0,0,8,8,11,10,6,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,7,10,13,8,2,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,1,1,1,0,0,0,1,1,NA,NA,NA,NA,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,14,15,21,14,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,18,20,22,14,15,21,14,13,0,0,0,0,0,0,0,0,0,20,18,20,22,157,0,NA,NA,0,0,NA,NA,0,1
SAN VICENTE,Urbana,Treatment,584109,2018,2,1,46,9,4,5,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,5,2,3,5,3,3,7,3,3,4,6,2,1,2,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,0,0,0,0,4,6,5,4,7,3,1,4,0,4,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,2,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,1,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,0,2,2,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,7,7,8,6,10,7,8,3,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,8,6,10,7,8,3,5,0,0,0,0,0,0,0,0,0,61,0.111111111,0.2,NA,NA,0,0.6,NA,NA,0
SAN VICENTE,Urbana,Treatment,581967,2018,2,1,61,12,11,2,,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,26,32,16,24,27,22,30,22,16,18,23,17,21,33,15,22,17,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,0,1,0,25,25,29,25,28,29,26,23,22,29,24,26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,3,1,2,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,0,1,1,1,0,0,0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,1,1,NA,NA,NA,NA,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,1,0,0,0,58,40,49,52,34,40,54,37,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,40,49,52,34,40,54,37,42,0,0,0,0,0,0,0,0,0,406,0.018518519,0,NA,NA,0,0.06122449,NA,NA,1
SAN VICENTE,Rural,Treatment,587010,2018,2,1,46,8,8,5,,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,21,21,17,25,16,17,17,13,19,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,26,17,19,17,13,10,17,14,1,1,0,0,0,21,23,18,18,20,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,17,20,11,17,7,2,2,1,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,0,0,2,0,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,42,42,33,30,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,36,30,27,42,42,33,30,37,0,0,0,0,0,0,0,0,0,48,36,30,27,325,0,NA,NA,0.03030303,0.055555556,NA,NA,0.090909091,1
SAN VICENTE,Urbana,Treatment,583247,2018,2,1,42,4,4,2,,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,31,41,38,28,24,34,31,25,30,32,25,36,37,32,34,31,35,33,23,16,8,16,10,7,13,8,5,8,6,8,6,10,6,10,11,14,23,2,1,0,1,0,45,33,29,40,29,26,37,29,40,34,35,34,14,17,11,10,13,10,15,18,10,14,16,19,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,5,1,3,2,0,1,0,1,1,2,2,1,1,3,0,1,0,1,1,5,1,3,2,1,2,3,3,2,0,2,1,6,1,2,0,0,5,8,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,72,66,58,56,62,61,69,65,68,39,24,17,21,13,14,16,16,25,72,66,58,56,62,61,69,65,68,39,24,17,21,13,14,16,16,25,762,0.072463768,0.106060606,0.047619048,0.03030303,0.014492754,0.015151515,0.047619048,0.060606061,1
